2010-02-19T05:14:40.965+0000|706565|459|About Robbie. About Willia. About John G. About Weird . About Ice Cu. About Shimmy. Ab.|Jharana Bajracharya Rashid Shrestha||705185
2010-02-19T06:43:32.612+0000|706248|459|About James Brown, recording artist. He is the originator of funk music and is a major f.|Jharana Bajracharya Rashid Shrestha||705149
2010-02-19T06:58:26.538+0000|706257|459|Dream a Little Dream of Me is a song with music by Fabian Andre and Wilbur Schwandt and lyrics by Gus Kahn. About Dream a Littl.|Jharana Bajracharya Rashid Shrestha|706248|
2010-02-19T07:05:13.666+0000|706260|459|cool|Jharana Bajracharya Rashid Shrestha||705149
2010-02-19T07:09:36.404+0000|706562|459|roflol|Jharana Bajracharya Rashid Shrestha||705185
2010-02-19T07:21:33.715+0000|706253|459|About Gilbert du Motier, marquis de Lafayette, Battle of Brandywine, he still managed t.|Jharana Bajracharya Rashid Shrestha||705149
2010-02-19T07:35:10.990+0000|706252|459|thx|Jharana Bajracharya Rashid Shrestha||705149
2010-02-19T07:46:23.984+0000|706570|459|About Albert, . About Nicolás . About John Pee. About Louis Ar. About Ice Cube. Abou.|Jharana Bajracharya Rashid Shrestha||705185
2010-02-19T09:02:59.156+0000|706256|459|About Gilbert du Motier, marquis de Laf. About Michael Bloomberg, firm. A Demo.|Jharana Bajracharya Rashid Shrestha|706253|
2010-02-19T09:20:05.655+0000|706255|459|cool|Jharana Bajracharya Rashid Shrestha|706253|
2010-02-19T10:36:02.051+0000|706564|459|thanks|Jharana Bajracharya Rashid Shrestha||705185
2010-02-19T10:40:39.725+0000|707070|459|right|Jharana Bajracharya Rashid Shrestha|707067|
2010-02-19T10:56:00.955+0000|706566|459|About Rob. About Wil. About Wei. About Ice. About Mar. About Afg. About Swi. About Sh.|Jharana Bajracharya Rashid Shrestha|706565|
2010-02-19T11:47:13.205+0000|706254|459|About Plato, letters have been ascribe. About Cary Grant, an Honorary Oscar .|Jharana Bajracharya Rashid Shrestha||705149
2010-02-19T11:52:01.152+0000|706262|459|I see|Jharana Bajracharya Rashid Shrestha|706254|
2010-02-19T12:38:24.680+0000|706261|459|About Felix Mendelssohn, in English-speaking countries, as Felix Mendelssohn (3 February 1809 –.|Jharana Bajracharya Rashid Shrestha|706257|
2010-02-19T13:42:04.014+0000|706671|459|About Fri. About Dav. About Bey. About Muh. About Ada. About Naz. About Lin. .|Jharana Bajracharya Rashid Shrestha|706670|
2010-02-19T14:13:25.451+0000|706678|459|good|Jharana Bajracharya Rashid Shrestha|706671|
2010-02-19T14:14:10.528+0000|726488|4755|maybe|Rudolf Wagner||723282
2010-02-19T14:15:37.752+0000|726484|1103|About Wolfgang Am. About Nikolai Rim. About Charlie Cha. About Rush Limbau. About Rock .|Mehmet Ayhan||723282
2010-02-19T14:32:41.021+0000|726485|1103|About Wolfgang Amade. About Augustus, by h. About Pope John Paul. About Charlie Ch.|Mehmet Ayhan||723282
2010-02-19T14:54:49.335+0000|726490|1103|I see|Mehmet Ayhan|726485|
2010-02-19T15:07:51.832+0000|706250|459|I see|Jharana Bajracharya Rashid Shrestha|706248|
2010-02-19T15:21:07.925+0000|707065|459|About Nicolás Almagro, is . About Weird Al Yankovic, &. About How Do You Do It?.|Jharana Bajracharya Rashid Shrestha||705247
2010-02-19T15:21:21.233+0000|707071|459|thx|Jharana Bajracharya Rashid Shrestha|707065|
2010-02-19T15:36:34.867+0000|707072|459|roflol|Jharana Bajracharya Rashid Shrestha|707065|
2010-02-19T15:38:35.442+0000|707073|459|cool|Jharana Bajracharya Rashid Shrestha|707065|
2010-02-19T17:05:54.721+0000|726495|1103|About Wolfgang Amadeu. About Gustav Mahler, . About Augustus, remai. About Charlie C.|Mehmet Ayhan||723282
2010-02-19T17:37:56.669+0000|726496|1103|ok|Mehmet Ayhan||723282
2010-02-19T18:28:30.160+0000|706572|459|About Margaret Thatc. About Mick Jagger, S. About Ice Cube, seri. About Bill Cosby, He. About Shimmy .|Jharana Bajracharya Rashid Shrestha||705185
2010-02-19T18:45:14.485+0000|706568|459|About Jo. About Ji. About Ma. About Ro. About Th. About Is. About Af. About Sh. .|Jharana Bajracharya Rashid Shrestha|706566|
2010-02-19T19:33:11.568+0000|706258|459|thanks|Jharana Bajracharya Rashid Shrestha|706248|
2010-02-19T19:43:53.234+0000|706251|459|maybe|Jharana Bajracharya Rashid Shrestha|706248|
2010-02-19T20:11:43.929+0000|706249|459|duh|Jharana Bajracharya Rashid Shrestha|706248|
2010-02-19T20:46:58.078+0000|706569|459|LOL|Jharana Bajracharya Rashid Shrestha|706565|
2010-02-19T21:14:05.587+0000|706567|459|About Napole. About Ennio . About Robbie. About Shimmy. About Poland. About W.|Jharana Bajracharya Rashid Shrestha|706565|
2010-02-19T21:52:16.366+0000|726491|1103|I see|Mehmet Ayhan|726485|
2010-02-19T22:44:20.541+0000|707068|459|roflol|Jharana Bajracharya Rashid Shrestha|707065|
2010-02-19T23:03:19.661+0000|726486|4755|right|Rudolf Wagner||723282
2010-02-19T23:16:47.344+0000|726492|4755|About Wolfgang Amadeus. About Herbert Hoover, . About Rush Limbaugh, U. About George B. M.|Rudolf Wagner||723282
2010-02-19T23:17:52.979+0000|706925|459|About Le. About Sa. About Ma. About Ni. About Ni. About 50. About Ma. About Ch. About Ch. .|Jharana Bajracharya Rashid Shrestha||705228
2010-02-19T23:28:20.748+0000|726483|4755|roflol|Rudolf Wagner||723282
2010-02-19T23:32:08.637+0000|726493|4755|About Wolfga. About Sheryl. About Kris K. About Rush L. About Scotla. About.|Rudolf Wagner|726484|
2010-02-20T01:14:43.839+0000|706926|459|great|Jharana Bajracharya Rashid Shrestha|706925|
2010-02-20T01:41:01.357+0000|726499|1103|duh|Mehmet Ayhan|726493|
2010-02-20T02:10:15.615+0000|706571|459|great|Jharana Bajracharya Rashid Shrestha|706566|
2010-02-20T02:43:50.835+0000|706259|459|right|Jharana Bajracharya Rashid Shrestha|706253|
2010-02-20T02:44:44.788+0000|706673|459|About Fri. About Dav. About Bey. About Fra. About Lou. About Bet. About Gra..|Jharana Bajracharya Rashid Shrestha|706671|
2010-02-20T06:41:53.463+0000|863364|4755|fine|Rudolf Wagner||862824
2010-02-20T07:40:43.230+0000|706674|459|ok|Jharana Bajracharya Rashid Shrestha|706673|
2010-02-20T09:15:45.601+0000|726487|4755|good|Rudolf Wagner||723282
2010-02-20T10:32:04.965+0000|167610|3633|maybe|Jun Wu||167197
2010-02-20T10:33:04.967+0000|167616|3633|I see|Jun Wu||167197
2010-02-20T10:49:20.613+0000|706927|459|About. About. About. About. About. About. About. About. About. About. About. Abo.|Jharana Bajracharya Rashid Shrestha|706925|
2010-02-20T11:00:56.405+0000|167611|94|About Augustine of Hippo, Augustinus Hipponensis; November 13, 354 – August 28, 430), also . About Kingdom of the Two Sicilies, States. It was heavily agricultural, like the other It.|Jun Hu||167197
2010-02-20T11:13:03.573+0000|863367|4755|duh|Rudolf Wagner||862824
2010-02-20T11:13:25.569+0000|167623|94|About Augustine of Hippo, After his co. About Martin Van Buren, (1833–1837) a.|Jun Hu|167611|
2010-02-20T11:13:37.836+0000|167627|94|yes|Jun Hu|167623|
2010-02-20T11:51:20.906+0000|726497|4755|About Wolfgang . About Silvio Be. About Lil Jon, . About Rush Limb. About G.|Rudolf Wagner|726492|
2010-02-20T12:34:22.934+0000|167613|3633|LOL|Jun Wu||167197
2010-02-20T13:41:38.561+0000|726489|1103|About George Lucas, He is the founder, c. About Argentina, Cup, the Confederatio.|Mehmet Ayhan|726485|
2010-02-20T13:43:21.920+0000|167624|3633|thanks|Jun Wu|167623|
2010-02-20T13:43:35.834+0000|726494|1103|roflol|Mehmet Ayhan|726489|
2010-02-20T15:10:37.865+0000|863365|1564|yes|Emperor of Brazil Silva||862824
2010-02-20T15:49:28.143+0000|167612|94|About Gaetano Donizetti, works are the operas L'elisir d'amore (1832), Lucia di Lammermoor.|Jun Hu||167197
2010-02-20T15:50:32.904+0000|167617|3633|About Gaetano Donizetti, works are the op. About Marie Antoinette, and Autre-chien.|Jun Wu|167612|
2010-02-20T15:51:38.965+0000|167625|3633|About Margaret Thatcher, became associated with her uncompromising politics and le.|Jun Wu|167617|
2010-02-20T17:25:12.044+0000|863366|4755|no way!|Rudolf Wagner||862824
2010-02-20T18:33:25.067+0000|726498|1103|fine|Mehmet Ayhan|726497|
2010-02-20T19:55:35.777+0000|167622|94|thanks|Jun Hu|167611|
2010-02-20T19:58:36.144+0000|167614|94|maybe|Jun Hu|167612|
2010-02-20T20:58:25.554+0000|167619|94|roflol|Jun Hu|167611|
2010-02-20T21:39:36.880+0000|167618|94|About Augustine of Hippo, Bishop of Hippo Re. About Cecil B. DeMille, Commandments, which.|Jun Hu||167197
2010-02-21T00:46:14.318+0000|167628|94|great|Jun Hu|167618|
2010-02-21T02:41:22.674+0000|725662|4755|About Charles, Prince of Wales, he sponsors The Prince's Charities and is p.|Rudolf Wagner||723212
2010-02-21T02:41:32.782+0000|725663|4755|good|Rudolf Wagner|725662|
2010-02-21T03:15:21.901+0000|167626|94|thx|Jun Hu|167617|
2010-02-21T04:34:50.077+0000|167621|3633|no|Jun Wu|167611|
2010-02-21T05:44:43.402+0000|167615|3633|duh|Jun Wu|167612|
2010-02-21T08:02:01.364+0000|725674|4755|ok|Rudolf Wagner|725662|
2010-02-21T09:50:22.125+0000|167620|94|thx|Jun Hu|167611|
2010-02-21T09:57:07.630+0000|725666|4755|maybe|Rudolf Wagner|725662|
2010-02-21T10:12:28.457+0000|167629|3633|cool|Jun Wu||167197
2010-02-21T12:53:59.086+0000|725670|1103|About Pope John XXIII, to see it to comp. About Charles, Prince of Wales, Parker.|Mehmet Ayhan|725662|
2010-02-21T12:54:59.075+0000|725671|4755|yes|Rudolf Wagner|725670|
2010-02-21T13:06:47.869+0000|725673|4755|thanks|Rudolf Wagner|725670|
2010-02-21T13:18:18.159+0000|725665|1103|thx|Mehmet Ayhan|725662|
2010-02-21T13:47:18.563+0000|725664|4755|yes|Rudolf Wagner|725662|
2010-02-21T17:19:57.795+0000|725669|4755|About Charles, Prince of Wales, Prince Philip. About Louis Armstrong, Renowned for his cha.|Rudolf Wagner|725662|
2010-02-21T21:38:32.672+0000|725661|1103|thx|Mehmet Ayhan||723212
2010-02-21T22:04:26.870+0000|725668|1103|no|Mehmet Ayhan|725662|
2010-02-21T22:28:24.409+0000|725667|4755|right|Rudolf Wagner|725662|
2010-02-21T22:47:34.355+0000|725675|1103|About Somalia, states in the world. Somalia lies in the easternmost part of Africa..|Mehmet Ayhan|725669|
2010-02-22T00:13:18.933+0000|725672|4755|About Charles, Prince of Wal. About Louis Armstrong, an in. About Alec Baldwin, Actor.|Rudolf Wagner|725669|
2010-02-24T20:25:13.692+0000|167358|3092|great|Ning Zhang||167173
2010-02-24T20:25:54.392+0000|167357|3633|great|Jun Wu||167173
2010-02-24T21:45:43.109+0000|725249|1103|no|Mehmet Ayhan||723174
2010-02-24T22:17:40.722+0000|725251|4555|thanks|Wei Zhou||723174
2010-02-25T02:04:35.818+0000|725250|4755|no way!|Rudolf Wagner||723174
2010-02-25T06:12:39.535+0000|702562|1079|About Karl Marx, Marx is ty. About Robbie Williams, voca. About Britney Spears, in.|Faisal Qureshi||701052
2010-02-25T06:45:31.797+0000|702567|1079|maybe|Faisal Qureshi|702562|
2010-02-25T07:00:20.832+0000|702568|3825|great|Richard Richter||701052
2010-02-25T07:07:13.142+0000|167359|3092|About Britney Spears, making her one o. About Ringo Starr, Starr achieved so.|Ning Zhang||167173
2010-02-25T07:07:45.331+0000|167364|94|no way!|Jun Hu|167359|
2010-02-25T07:10:02.326+0000|167360|94|About Lleyton Hewitt, 1, who has a current AT. About Ringo Starr, name Ringo Starr, is an .|Jun Hu|167359|
2010-02-25T07:10:16.611+0000|167366|94|no way!|Jun Hu|167360|
2010-02-25T07:30:41.604+0000|167363|3092|yes|Ning Zhang|167359|
2010-02-25T09:44:26.430+0000|167367|94|thx|Jun Hu|167359|
2010-02-25T10:19:25.826+0000|167361|3633|About Wolfgang Amadeus Mozart, compositions in the shadow of Mozart, and Joseph Hay.|Jun Wu|167359|
2010-02-25T13:09:37.781+0000|725248|1103|thx|Mehmet Ayhan||723174
2010-02-25T13:20:50.712+0000|702564|1079|fine|Faisal Qureshi|702562|
2010-02-25T14:35:29.574+0000|1048972|3705|cool|Bingjian Zhang||1048824
2010-02-25T14:50:49.805+0000|167362|94|About Paris Commune, the conditions in which it formed, its controversial decrees, and.|Jun Hu|167361|
2010-02-25T15:06:15.968+0000|1048966|3705|LOL|Bingjian Zhang||1048824
2010-02-25T15:09:47.787+0000|167365|94|ok|Jun Hu|167362|
2010-02-25T15:36:16.931+0000|702563|143|no way!|Maria Alkaios||701052
2010-02-25T16:33:11.950+0000|1048962|3705|I see|Bingjian Zhang||1048824
2010-02-25T16:38:37.135+0000|702566|1079|great|Faisal Qureshi|702562|
2010-02-25T16:56:29.871+0000|701773|1079|About Especially for You, for You was the fifth international single released from singer .|Faisal Qureshi||700974
2010-02-25T17:22:45.365+0000|701770|3825|About Nigeria, jihadists who seek to establish sharia law. The people of Nigeria hav.|Richard Richter||700974
2010-02-25T17:28:37.257+0000|701774|3825|yes|Richard Richter|701770|
2010-02-25T18:38:57.211+0000|701771|143|ok|Maria Alkaios||700974
2010-02-25T18:58:40.503+0000|702565|3825|ok|Richard Richter||701052
2010-02-25T19:57:12.379+0000|701772|3825|About Andrew Johnson, in fighting and ending the rebellion; he implemented R.|Richard Richter||700974
2010-02-25T21:35:46.411+0000|1048963|3705|LOL|Bingjian Zhang||1048824
2010-02-25T21:54:59.482+0000|1048964|3705|yes|Bingjian Zhang||1048824
2010-02-26T05:07:22.307+0000|701287|3825|maybe|Richard Richter||700933
2010-02-26T05:14:20.738+0000|701291|143|thanks|Maria Alkaios||700933
2010-02-26T06:26:16.580+0000|701286|1079|good|Faisal Qureshi||700933
2010-02-26T06:26:59.389+0000|701290|143|I see|Maria Alkaios||700933
2010-02-26T06:32:59.642+0000|701285|143|no|Maria Alkaios||700933
2010-02-26T06:48:02.956+0000|1076675|555|fine|Chen Yang||1076642
2010-02-26T06:48:27.998+0000|1076672|555|ok|Chen Yang||1076642
2010-02-26T08:41:32.976+0000|1048965|3705|About Omar Sharif, Sharif (April 10, 1932) i. About Weird Al Yankovic, Single or Album, S.|Bingjian Zhang||1048824
2010-02-26T09:03:21.463+0000|1048969|3705|thx|Bingjian Zhang|1048965|
2010-02-26T09:38:47.339+0000|1048968|3705|thx|Bingjian Zhang|1048965|
2010-02-26T09:42:32.668+0000|724193|4555|About Wolfgang Amadeus Mozart, with the dark. About Take a Look in the Mirror, album to .|Wei Zhou||723076
2010-02-26T09:57:05.995+0000|724194|1222|thanks|Ali Brar|724193|
2010-02-26T10:28:34.794+0000|1048970|3705|fine|Bingjian Zhang|1048965|
2010-02-26T10:41:09.240+0000|724195|1103|fine|Mehmet Ayhan||723076
2010-02-26T11:11:03.350+0000|701289|143|About John Howard, of Ki. About Dmitry Medvedev, e. About Rain on Your Parad. About Brazil, Cabra.|Maria Alkaios||700933
2010-02-26T11:46:22.357+0000|701294|3825|About John Howard,. About Antonín Dvoř. About T-Pain. About Joan Crawfor. .|Richard Richter||700933
2010-02-26T13:41:28.387+0000|701293|143|cool|Maria Alkaios||700933
2010-02-26T14:08:55.408+0000|724192|4755|ok|Rudolf Wagner||723076
2010-02-26T14:53:34.948+0000|724197|1103|About Wolfgang Amadeus Mozart, and tw. About Leonardo DiCaprio, Productions.|Mehmet Ayhan|724193|
2010-02-26T14:53:49.134+0000|724198|1103|great|Mehmet Ayhan|724197|
2010-02-26T17:47:04.739+0000|701292|143|thx|Maria Alkaios|701289|
2010-02-26T18:02:20.750+0000|701284|3825|ok|Richard Richter||700933
2010-02-26T19:07:02.934+0000|701295|143|About Henry II of England, fought what has been termed a cold war over several decades. H. About Igor Stravinsky, a few two- or three-note cells and clarity of form, of instrumen.|Maria Alkaios|701289|
2010-02-26T19:40:39.892+0000|1076676|555|thx|Chen Yang||1076642
2010-02-26T20:23:49.241+0000|1029464|4231|fine|Yang Zhang||1029331
2010-02-26T22:28:58.969+0000|1048971|3705|About Omar Sharif, films including Lawrence of Arabia, Doctor Zhivago and Fun. About Honky Château, on 11 October 1995 by the RIAA. This was the final Elto.|Bingjian Zhang|1048965|
2010-02-26T23:15:09.772+0000|1076681|555|great|Chen Yang||1076642
2010-02-26T23:50:03.984+0000|1076677|555|About Galileo Galilei, into the greater, oscillating relationship of science. About Richard Dawkins, Watchmaker, he argued against the watchmaker analog.|Chen Yang||1076642
2010-02-26T23:50:29.191+0000|1076684|555|About Galileo Galilei, Barbican Theatre. Music by Philip Glass, libretto and original. About Dionne Warwick, and a United States Ambassador of Health. Having been in . Ab.|Chen Yang|1076677|
2010-02-26T23:51:27.213+0000|1076678|555|LOL|Chen Yang|1076677|
2010-02-27T00:52:17.522+0000|724191|1050|thx|Rafael Magomaev||723076
2010-02-27T02:54:39.716+0000|270072|3331|maybe|Gheorghe Kovacs||269843
2010-02-27T04:20:50.370+0000|701288|143|LOL|Maria Alkaios||700933
2010-02-27T04:59:53.803+0000|724196|768|About Pope Pius X, and evolution. He eliminated the Italian majority in the College of .|Abraham Townsend|724193|
2010-02-27T05:12:01.133+0000|701296|143|I see|Maria Alkaios|701289|
2010-02-27T05:35:41.198+0000|1048967|3705|ok|Bingjian Zhang|1048965|
2010-02-27T05:41:17.227+0000|1076673|555|About Galileo Galilei, the opera has been r. About Gloria Macapagal-Arroyo, Jr. on Jan.|Chen Yang||1076642
2010-02-27T05:43:02.693+0000|1076674|555|roflol|Chen Yang|1076673|
2010-02-27T05:47:11.624+0000|1076680|555|roflol|Chen Yang|1076673|
2010-02-27T07:15:59.648+0000|270071|3331|About Garry Kasparov, Karpov. He held the off. About Adam Smith, Smith is the author of Th.|Gheorghe Kovacs||269843
2010-02-27T07:26:42.907+0000|270074|3331|About Garry Kasparov, up . About Chiang Kai-shek, Af. About Adam Smith, phi.|Gheorghe Kovacs|270071|
2010-02-27T08:02:47.247+0000|1029465|4231|roflol|Yang Zhang||1029331
2010-02-27T10:08:14.690+0000|270075|3331|right|Gheorghe Kovacs|270074|
2010-02-27T10:59:07.834+0000|1076682|555|About Galileo Galilei, through Galileo'. About Claude Debussy, Debussy (22 Aug.|Chen Yang|1076677|
2010-02-27T11:00:50.342+0000|1076683|555|I see|Chen Yang|1076682|
2010-02-27T11:36:09.259+0000|1076685|555|good|Chen Yang|1076673|
2010-02-27T14:31:07.049+0000|1076686|555|About Galileo Galilei, Gal. About Gloria Macapagal-Arr. About Equatorial Guine.|Chen Yang|1076673|
2010-02-27T15:43:02.349+0000|1076688|555|LOL|Chen Yang|1076673|
2010-02-27T15:59:53.560+0000|270070|3331|thanks|Gheorghe Kovacs||269843
2010-02-27T17:46:16.131+0000|270073|3331|yes|Gheorghe Kovacs|270071|
2010-02-27T18:50:52.702+0000|1076690|555|right|Chen Yang|1076677|
2010-02-27T20:12:39.877+0000|1076679|555|duh|Chen Yang|1076673|
2010-02-27T22:48:01.417+0000|1076689|555|no|Chen Yang|1076686|
2010-02-28T00:54:11.811+0000|405021|2886|roflol|Baoping Wu||404069
2010-02-28T01:06:31.425+0000|405018|2886|About Cyndi Lauper, top five singles b. About Subterranean Homesick Blues, cl.|Baoping Wu||404069
2010-02-28T04:29:05.335+0000|1076687|555|About Paul Hindemith, 1895 – 28 December 1963) was a German composer, violist, violinis.|Chen Yang|1076673|
2010-02-28T05:06:32.032+0000|230891|4555|About George H. W. Bush, of his son G. About Walking After You, a 1998 sin.|Wei Zhou||230755
2010-02-28T08:28:27.659+0000|405019|2886|roflol|Baoping Wu||404069
2010-02-28T11:43:01.812+0000|405020|974|About Herbert Kitchener, 1st Earl Kitchener, that he consistently rose in ability as he . About Subterranean Homesick Blues, as the lead track to the album Bringing It All Back .|Heinz Frank||404069
2010-02-28T16:24:32.358+0000|405017|2886|fine|Baoping Wu||404069
2010-03-01T02:58:28.353+0000|230890|4555|About Louis XIV of France, Per. About Nikolai Rimsky-Korsakov,. About Nancy Pelosi, A memb.|Wei Zhou||230755
2010-03-01T12:14:57.572+0000|215444|407|About Harry S. Truman, respon. About 50 Cent, which is set t. About Weird Al Yankovic, Outt. About Howard Stern, style.|Gregorio Manalo||215398
2010-03-01T12:15:12.625+0000|215448|407|yes|Gregorio Manalo|215444|
